automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,precision,average_time_ms,average_time_per_cell_ns,std_time_ms,rounds_had_same_checksums,checksum
greenberg-hastings,CUDA,simple,bit_array,bit_array,,20160,20160,50,10,5,0,0,16,16,42,32,159.486818,0.392413,4.920810,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,simple,bit_array,bit_array,,6720,6720,50,10,5,0,0,16,16,42,64,21.795536,0.482646,0.008652,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,simple,bit_array,bit_array,,13440,13440,50,10,5,0,0,16,16,42,64,111.080430,0.614949,4.969640,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,simple,bit_array,bit_array,,20160,20160,50,10,5,0,0,16,16,42,64,287.851938,0.708252,4.407851,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,6720,6720,50,10,5,0,0,16,16,42,32,0.887496,0.019653,0.000640,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,13440,13440,50,10,5,0,0,16,16,42,32,8.407073,0.046542,0.003278,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,20160,20160,50,10,5,0,0,16,16,42,32,19.697809,0.048466,0.013434,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,6720,6720,50,10,5,0,0,16,16,42,64,0.740296,0.016393,0.000487,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,13440,13440,50,10,5,0,0,16,16,42,64,8.134831,0.045035,0.004427,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,simple,bit_planes,bit_planes,,20160,20160,50,10,5,0,0,16,16,42,64,19.572256,0.048157,0.023857,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
